Complete Genetic Evolution Log
COUNT, GHOST_PROXIMITY_THRESHOLD, HOSTILE_GHOSTS_THRESHOLD, CHASE_THRESHOLD, MIN_DISTANCE, MIN_CLOSE_GHOSTS, GHOSTS_MAX_DISTANCE, AWARENESS_THRESHOLD, Fitness, Best Score, Worst Score 
GENERATION: 0

  0,   36,   3,  67,  73,   1,  30,  99,  24352.334,   48880,    6830
  1,   33,   3,  65,  71,   1,  26, 119,  22495.334,   35160,    2860
  2,   36,   3,  67,  71,   1,  26, 119,  19790.334,   37120,    7160
  3,   36,   3,  65,  71,   1,  26, 119,  23959.334,   39520,    7920
  4,   34,   3,  67,  73,   1,  22, 140,  19860.000,   49320,    5760
  5,   36,   4,  67,  71,   0,  28, 130,  19855.334,   44830,    6230
  6,   34,   3,  67,  73,   1,  28, 130,  26959.334,   50370,    6700
  7,   34,   3,  67,  71,   0,  28, 140,  20200.666,   51520,    3860
  8,   36,   2,  69,  71,   2,  26, 115,  18412.666,   46260,    6200
  9,   34,   4,  76,  69,   2,  26, 140,  21068.666,   40870,    6550
 10,   34,   4,  76,  71,   2,  26, 115,  22237.666,   43030,    6560
 11,   34,   4,  76,  69,   2,  26, 115,  19444.666,   32560,    6170
 12,   50,   4,  67,  69,   2,  24, 145,  23672.000,   68130,    4850
 13,   33,   3,  80,  69,   0,  24, 150,  21281.666,   39570,    7100
 14,   33,   3,  80,  69,   0,  24, 145,  26296.334,   66200,    6300
 15,   50,   3,  80,  69,   2,  24, 145,  20422.666,   56250,    6350
 16,   37,   1,  72,  69,   2,  24, 104,  18570.334,   33390,    7930
 17,   50,   3,  78,  69,   2,  26, 130,  21827.666,   34070,    6690
 18,   50,   3,  78,  69,   2,  26, 130,  19241.666,   41770,    4680
 19,   37,   1,  72,  69,   2,  26, 130,  16540.000,   29390,    6850
 20,   50,   4,  69,  69,   2,  24, 145,  21820.666,   51520,    6640
 21,   34,   4,  80,  71,   1,  26, 140,  19756.666,   65930,    3100
 22,   50,   4,  69,  69,   2,  26, 140,  24720.334,   49900,    6460
 23,   50,   4,  80,  71,   1,  24, 145,  23976.666,   50140,    7860
 24,   50,   4,  78,  71,   0,  24, 140,  21031.666,   46980,    5580
 25,   34,   3,  65,  65,   1,  28, 135,  24863.000,   53240,    7820
 26,   50,   4,  78,  71,   0,  28, 135,  21680.334,   44280,    4100
 27,   50,   4,  78,  71,   0,  28, 135,  21090.000,   45710,    6470
 28,   36,   3,  72,  69,   2,  24, 140,  23667.000,   47430,    8750
 29,   30,   3,  82,  69,   0,  24, 150,  22657.334,   55270,    3190
 30,   36,   3,  82,  69,   0,  24, 140,  23480.334,   44230,    7390
 31,   36,   3,  82,  69,   2,  24, 140,  22295.666,   41880,    6000
 32,   30,   3,  63,  69,   2,  22, 140,  19808.000,   30050,    5760
 33,   36,   3,  72,  69,   2,  22, 130,  21913.000,   45850,    5940
 34,   30,   3,  72,  69,   2,  22, 140,  21249.334,   53090,    2310
 35,   30,   3,  63,  69,   2,  22, 140,  22666.334,   37550,    8860
 36,   37,   3,  78,  65,   1,  28,  99,  22159.334,   48350,    4910
 37,   36,   3,  80,  71,   1,  24,  99,  20079.334,   40430,    5170
 38,   37,   3,  78,  65,   1,  24,  99,  21510.000,   48660,    6790
 39,   37,   3,  78,  65,   1,  24,  99,  22472.666,   39480,    7960
 40,   34,   3,  69,  69,   2,  24, 105,  26267.000,   62330,    2310
 41,   36,   3,  82,  71,   1,  26,  99,  23642.000,   58390,    8020
 42,   34,   3,  69,  69,   1,  26,  99,  21973.334,   45420,    7010
 43,   34,   3,  82,  69,   2,  24, 105,  22234.666,   46880,    7800
 44,   36,   3,  63,  67,   1,  22,  99,  22365.666,   36260,    4270
 45,   30,   3,  69,  71,   0,  28, 120,  20660.000,   41100,    5490
 46,   30,   3,  69,  67,   1,  22,  99,  17344.666,   36920,    5600
 47,   36,   3,  63,  71,   0,  22,  99,  22855.666,   49230,    4000
 48,   37,   3,  78,  69,   2,  24, 120,  26115.334,   54210,   13120
 49,   33,   3,  74,  67,   1,  28, 120,  21542.666,   45430,    4670
 50,   37,   3,  78,  69,   1,  28, 120,  20583.334,   37560,    4890
 51,   33,   3,  78,  69,   2,  24, 120,  22068.666,   49940,    6970
 52,   37,   3,  65,  71,   0,  24, 140,  22565.334,   45980,    6260
 53,   36,   3,  67,  71,   0,  24, 114,  23484.000,   40000,    6870
 54,   36,   3,  67,  71,   0,  24, 140,  18749.334,   40860,    4060
 55,   37,   3,  65,  71,   0,  24, 114,  23736.666,   40600,    6910
 56,   33,   3,  80,  71,   0,  28, 130,  22352.666,   61350,    5730
 57,   36,   3,  74,  71,   3,  22, 130,  20508.000,   54660,    4060
 58,   33,   3,  80,  71,   0,  22, 130,  22087.334,   39950,    6160
 59,   36,   3,  74,  71,   0,  28, 130,  21563.666,   48380,    2510
 60,   36,   3,  65,  71,   0,  26, 110,  23387.334,   57710,    5080
 61,   50,   4,  76,  65,   0,  22, 104,  23950.334,   66900,    3160
 62,   36,   3,  65,  71,   0,  22, 104,  18624.666,   40520,    6040
 63,   36,   3,  65,  71,   0,  22, 104,  21116.666,   50350,    4710
 64,   36,   3,  63,  73,   2,  24, 109,  20672.334,   45500,    7060
 65,   34,   3,  65,  65,   1,  26, 135,  20309.334,   46010,    8450
 66,   34,   3,  63,  73,   2,  24, 109,  25694.000,   51040,    4650
 67,   36,   3,  63,  65,   1,  24, 109,  21023.334,   37810,    3070
 68,   37,   3,  78,  65,   1,  28, 120,  24292.334,   54440,    5710
 69,   33,   3,  76,  73,   1,  26, 120,  20436.334,   42680,    4380
 70,   33,   3,  76,  73,   1,  28, 120,  20182.000,   40860,    5190
 71,   33,   3,  76,  73,   1,  28, 120,  21162.666,   46250,    5530
 72,   36,   3,  67,  63,   1,  28, 135,  20138.666,   39210,    5710
 73,   33,   3,  67,  73,   1,  24,  99,  22892.000,   40670,    7140
 74,   36,   3,  67,  63,   1,  28, 135,  22813.000,   52590,    6240
 75,   36,   3,  67,  73,   1,  24, 135,  21419.666,   40180,    4830
 76,   30,   3,  67,  67,   1,  22, 130,  24716.000,   57760,    4400
 77,   34,   4,  78,  69,   1,  26, 140,  21522.000,   43920,    5220
 78,   34,   4,  78,  69,   1,  26, 140,  21482.000,   35930,    4810
 79,   34,   4,  78,  69,   1,  26, 140,  21390.000,   50830,    6380
 80,   33,   3,  69,  73,   1,  24, 104,  22509.000,   45230,    5660
 81,   31,   2,  65,  73,   1,  24, 140,  22347.000,   41040,    6330
 82,   33,   3,  69,  73,   1,  24, 104,  20507.000,   43490,    4840
 83,   33,   2,  65,  73,   1,  24, 104,  17758.000,   33120,    4360
 84,   36,   3,  78,  71,   1,  24, 114,  23554.000,   56200,    7690
 85,   50,   4,  78,  69,   2,  26, 130,  19537.000,   44960,    4260
 86,   36,   3,  78,  69,   2,  24, 114,  20132.334,   56910,    2810
 87,   36,   3,  78,  69,   2,  26, 114,  20918.666,   46040,    8770
 88,   34,   3,  67,  61,   1,  22, 125,  22417.334,   59280,    5510
 89,   50,   4,  67,  69,   2,  24, 145,  20646.334,   49710,    5110
 90,   34,   3,  67,  61,   1,  24, 145,  22330.666,   49750,    6620
 91,   50,   4,  67,  69,   2,  24, 145,  22172.000,   39720,    2870
 92,   34,   3,  67,  71,   1,  26, 140,  19487.334,   45220,    6720
 93,   31,   3,  65,  71,   1,  26, 119,  19584.334,   34860,    6420
 94,   34,   3,  65,  71,   1,  26, 140,  20182.666,   33880,    2760
 95,   34,   3,  65,  71,   1,  26, 119,  21528.334,   51110,    5520
 96,   36,   3,  69,  71,   2,  24, 115,  21954.334,   37610,    6690
 97,   34,   3,  78,  69,   1,  24, 140,  23155.000,   39390,    5360
 98,   36,   3,  78,  69,   2,  24, 115,  21018.334,   51590,    4150
 99,   36,   3,  78,  69,   2,  24, 115,  21870.666,   43480,    7330
GENERATION: 56 Statistics:
Avg. fitness: 21729.215
Worst fitness: 16540.0 Worst_Best: 29390.0 Worst_Worst: 6850.0
Best fitness: 26959.334 Best_Best: 50370.0 Best_Worst: 6700.0

  0,   34,   3,  67,  73,   1,  28, 130,  19678.000,   35370,    6180
  1,   33,   3,  78,  71,   0,  24, 150,  19283.334,   44730,    7080
  2,   33,   3,  67,  73,   1,  28, 130,  23131.666,   70330,    4620
  3,   34,   3,  78,  71,   0,  24, 150,  24314.666,   43230,    5360
  4,   34,   3,  69,  69,   2,  24, 105,  22383.334,   42070,    6380
  5,   40,   3,  78,  69,   2,  24, 125,  19100.334,   38830,    6160
  6,   34,   3,  78,  69,   2,  24, 105,  21050.666,   37180,    4680
  7,   34,   3,  69,  69,   2,  24, 105,  21046.000,   38370,    4930
  8,   34,   3,  63,  73,   2,  24, 109,  22842.000,   56040,    3900
  9,   34,   3,  65,  65,   1,  28, 135,  20728.000,   45020,    3910
 10,   34,   3,  65,  65,   1,  24, 109,  25803.334,   59080,    1900
 11,   34,   3,  63,  73,   2,  24, 109,  21035.334,   40710,    7760
 12,   50,   4,  69,  69,   2,  26, 140,  23162.000,   46570,    5080
 13,   30,   3,  67,  67,   1,  22, 130,  20717.000,   44360,    3210
 14,   30,   3,  67,  67,   2,  26, 140,  22903.666,   55610,    2350
 15,   50,   4,  69,  67,   1,  22, 130,  19296.000,   37410,    3380
 16,   36,   3,  67,  73,   2,  30,  99,  20383.000,   38390,    4330
 17,   37,   3,  78,  65,   1,  28, 120,  22116.000,   46140,    6540
 18,   36,   3,  78,  65,   1,  30,  99,  21260.334,   32260,    2890
 19,   36,   3,  78,  65,   2,  30,  99,  23807.666,   45220,    7920
 20,   50,   4,  80,  71,   2,  24, 150,  21255.334,   45190,    5520
 21,   36,   3,  65,  71,   0,  26, 119,  22639.334,   30960,    8760
 22,   50,   3,  65,  71,   2,  24, 150,  19026.000,   39750,    6720
 23,   36,   3,  80,  71,   2,  24, 150,  20749.666,   48210,    4800
 24,   50,   4,  76,  65,   0,  22, 104,  22501.334,   45730,    6980
 25,   37,   3,  65,  71,   0,  24, 114,  23635.334,   67950,    9370
 26,   50,   4,  76,  71,   0,  24, 114,  22922.334,   39530,    7970
 27,   50,   3,  65,  71,   0,  24, 114,  21068.666,   44780,    5330
 28,   50,   4,  67,  69,   2,  24, 145,  20141.666,   42330,    5540
 29,   36,   3,  74,  69,   2,  24, 135,  22608.000,   36920,    2100
 30,   50,   3,  74,  69,   2,  24, 145,  18644.666,   36170,    2630
 31,   36,   3,  74,  69,   2,  24, 145,  23741.666,   55250,    7880
 32,   36,   3,  82,  71,   1,  26,  99,  21691.000,   52650,    4730
 33,   36,   3,  76,  71,   1,  24, 114,  20461.000,   42190,    5420
 34,   36,   3,  76,  71,   1,  26,  99,  23156.334,   46670,    7530
 35,   36,   3,  82,  71,   1,  24, 114,  22163.666,   44870,    7540
 36,   36,   3,  67,  71,   0,  24, 114,  19763.000,   45230,    2070
 37,   36,   3,  82,  69,   0,  24, 140,  20563.334,   47780,    5730
 38,   36,   3,  82,  71,   0,  24, 114,  23830.334,   35350,   14580
 39,   36,   3,  82,  69,   0,  24, 114,  21400.666,   59690,    8320
 40,   36,   3,  65,  71,   0,  26, 110,  22897.000,   41980,    6220
 41,   34,   3,  78,  69,   1,  24, 140,  21180.334,   31380,    4780
 42,   36,   3,  65,  69,   1,  26, 110,  23504.666,   47450,    7870
 43,   36,   3,  65,  69,   1,  26, 110,  21789.000,   44370,    6260
 44,   33,   3,  69,  73,   1,  24,  99,  20712.666,   41220,    7470
 45,   36,   4,  63,  73,   0,  22,  99,  20519.666,   48090,    2540
 46,   33,   3,  63,  73,   0,  22,  99,  21351.000,   63250,    5430
 47,   36,   4,  69,  73,   1,  24,  99,  23487.666,   43610,    6370
 48,   36,   3,  67,  63,   1,  28, 135,  22274.000,   36910,    6340
 49,   30,   3,  63,  69,   2,  22, 140,  24686.334,   45630,   13630
 50,   36,   3,  67,  63,   2,  22, 135,  25036.000,   56340,    4590
 51,   36,   3,  67,  69,   2,  22, 140,  25539.000,   49360,    4950
 52,   30,   3,  82,  69,   0,  24, 150,  20629.666,   40800,    6950
 53,   37,   3,  65,  71,   0,  24, 140,  22375.666,   51700,    3740
 54,   30,   3,  65,  71,   0,  24, 140,  22405.334,   51130,    4550
 55,   37,   3,  65,  71,   0,  24, 150,  22788.000,   42170,    6970
 56,   33,   4,  69,  73,   1,  24, 104,  21571.000,   41750,    2810
 57,   33,   3,  65,  71,   1,  26, 119,  18748.666,   31020,    6320
 58,   33,   4,  69,  73,   1,  26, 119,  19948.334,   37060,    4670
 59,   33,   3,  65,  71,   1,  26, 104,  19504.666,   48370,    4440
 60,   37,   3,  78,  65,   1,  24,  99,  22153.334,   45580,    7460
 61,   34,   3,  67,  61,   1,  22, 125,  17313.666,   38950,    6190
 62,   37,   3,  67,  61,   1,  22, 125,  20504.334,   38670,    4780
 63,   37,   3,  67,  61,   1,  22, 125,  21383.334,   53380,    4640
 64,   36,   3,  63,  67,   1,  24,  89,  20878.000,   40920,    7100
 65,   30,   4,  82,  71,   0,  28, 130,  18321.000,   36740,    7190
 66,   36,   3,  63,  67,   0,  28,  89,  21835.666,   44540,    4610
 67,   30,   4,  63,  67,   1,  24,  89,  20247.000,   35220,    3320
 68,   31,   2,  65,  73,   1,  24, 140,  22305.666,   49490,    8450
 69,   34,   3,  67,  59,   1,  24, 145,  21756.666,   41240,    6990
 70,   31,   2,  65,  73,   1,  24, 140,  22412.000,   48690,    2770
 71,   34,   3,  65,  73,   1,  24, 140,  21659.666,   48730,    4720
 72,   36,   3,  82,  69,   2,  26, 140,  22659.000,   59410,    5100
 73,   34,   4,  76,  71,   2,  26, 115,  21114.334,   45530,    5290
 74,   36,   3,  82,  71,   2,  26, 140,  24478.666,   67920,    7430
 75,   36,   3,  82,  69,   2,  26, 115,  23593.000,   65870,    5210
 76,   37,   2,  82,  69,   2,  24, 105,  22325.334,   47960,    5780
 77,   50,   4,  67,  69,   1,  24, 145,  19078.000,   40370,    3390
 78,   37,   2,  67,  69,   2,  24, 105,  21661.666,   48550,    7150
 79,   50,   4,  67,  69,   1,  24, 105,  22064.666,   48100,    6580
 80,   37,   3,  78,  65,   1,  28,  99,  21386.334,   32860,    7190
 81,   36,   3,  78,  71,   0,  24, 130,  23369.000,   44730,    3730
 82,   37,   3,  78,  71,   0,  24, 130,  21326.334,   41560,    4470
 83,   37,   3,  78,  71,   0,  24, 130,  21740.000,   54200,    9040
 84,   33,   3,  78,  69,   2,  24, 120,  19530.000,   52210,    2840
 85,   34,   3,  67,  71,   1,  26,  99,  20457.666,   65610,    3790
 86,   33,   3,  78,  71,   1,  26, 120,  22846.000,   47300,    3200
 87,   33,   3,  78,  69,   1,  26, 120,  23288.000,   45010,    3880
 88,   36,   3,  69,  71,   2,  24, 115,  20385.334,   42160,    8220
 89,   39,   3,  70,  69,   2,  20, 130,  24636.666,   45560,    6950
 90,   36,   3,  69,  69,   2,  20, 130,  19050.000,   38770,    7840
 91,   36,   3,  69,  71,   2,  20, 130,  22440.000,   37360,    8950
 92,   36,   3,  78,  69,   2,  24, 115,  18987.000,   44190,    5530
 93,   50,   3,  78,  69,   2,  26, 130,  17580.666,   33600,    7960
 94,   36,   3,  78,  69,   2,  26, 130,  22066.334,   59550,    7240
 95,   36,   3,  78,  69,   2,  24, 115,  22208.334,   38590,    6200
 96,   50,   4,  69,  69,   2,  24, 145,  22974.334,   49240,    5670
 97,   53,   4,  78,  71,   0,  28, 135,  22482.000,   52610,    5510
 98,   50,   4,  69,  69,   0,  28, 145,  22192.000,   36200,    7410
 99,   50,   4,  78,  69,   2,  24, 145,  23147.000,   46950,    5580
GENERATION: 57 Statistics:
Avg. fitness: 21667.926
Worst fitness: 17313.666 Worst_Best: 38950.0 Worst_Worst: 6190.0
Best fitness: 25803.334 Best_Best: 59080.0 Best_Worst: 1900.0

  0,   34,   3,  65,  65,   1,  24, 109,  21653.334,   47040,    8450
  1,   36,   3,  67,  69,   2,  22, 140,  26042.666,   47160,    9800
  2,   34,   3,  67,  69,   1,  24, 109,  21334.666,   65970,    7100
  3,   34,   3,  65,  69,   2,  22, 109,  21390.000,   55890,    4740
  4,   36,   3,  67,  63,   2,  22, 135,  18539.000,   32010,    6160
  5,   30,   3,  59,  69,   2,  22, 135,  21077.334,   50130,    6030
  6,   30,   3,  59,  63,   2,  22, 135,  26468.666,   55520,    5870
  7,   30,   3,  59,  69,   2,  22, 135,  21885.000,   44460,    7920
  8,   39,   3,  70,  69,   2,  20, 130,  22065.334,   38120,    6520
  9,   36,   3,  82,  71,   2,  26, 140,  22253.334,   50810,    4440
 10,   36,   3,  82,  71,   2,  20, 130,  23737.666,   47230,    6150
 11,   39,   3,  82,  71,   2,  20, 130,  21190.334,   39650,    6910
 12,   34,   3,  78,  73,   0,  22, 145,  20521.666,   40560,    3520
 13,   36,   4,  82,  71,   0,  24, 114,  20798.666,   47590,    5070
 14,   34,   3,  78,  71,   0,  22, 145,  20559.000,   45980,    4460
 15,   34,   3,  78,  71,   0,  24, 145,  21211.666,   43130,    5210
 16,   36,   3,  78,  65,   2,  30,  99,  24629.334,   66670,    7110
 17,   33,   3,  74,  69,   2,  24, 145,  25087.000,   46670,    7020
 18,   33,   3,  74,  69,   2,  30,  99,  21442.334,   40680,    6240
 19,   36,   3,  78,  69,   2,  24,  99,  21156.334,   36760,    6260
 20,   37,   3,  65,  71,   0,  26, 119,  23297.334,   36830,    9580
 21,   33,   3,  82,  67,   2,  26, 115,  23923.666,   53270,    6040
 22,   37,   3,  65,  71,   2,  26, 119,  24702.334,   44000,    8340
 23,   37,   3,  82,  67,   2,  26, 119,  20064.000,   43380,    5140
 24,   36,   4,  65,  71,   1,  26, 110,  21743.666,   36970,    8150
 25,   36,   4,  73,  71,   1,  24,  99,  16979.000,   37210,    4400
 26,   36,   4,  73,  71,   1,  24,  99,  21890.000,   40800,    5990
 27,   36,   4,  73,  71,   1,  26, 110,  22259.334,   48140,    4080
 28,   36,   3,  78,  71,   0,  24, 130,  21500.666,   52630,    4720
 29,   33,   3,  78,  69,   1,  26, 120,  24439.334,   66310,    7180
 30,   36,   3,  78,  69,   1,  26, 130,  25249.000,   60970,    5450
 31,   36,   3,  78,  69,   0,  24, 130,  23978.334,   47160,    7520
 32,   50,   4,  69,  69,   1,  26, 140,  23227.666,   53030,    3250
 33,   39,   3,  76,  69,   1,  26,  99,  24548.334,   38770,   11080
 34,   50,   3,  76,  69,   1,  26, 140,  23494.334,   57820,    6850
 35,   50,   4,  69,  69,   1,  26,  99,  18586.666,   44770,    7030
 36,   50,   4,  78,  69,   2,  24, 145,  22806.000,   44170,    4490
 37,   30,   3,  67,  75,   1,  26, 130,  24229.666,   42990,    5890
 38,   50,   3,  67,  75,   1,  26, 145,  18476.334,   30800,    3780
 39,   50,   4,  67,  75,   1,  26, 145,  19970.666,   34600,    3230
 40,   50,   4,  69,  69,   2,  24, 145,  22321.334,   44240,    3910
 41,   50,   4,  76,  71,   0,  24, 114,  20285.000,   46640,    5640
 42,   50,   4,  76,  71,   2,  24, 145,  25811.000,   50700,    5090
 43,   50,   4,  76,  71,   0,  24, 114,  20699.334,   56710,    2430
 44,   30,   3,  67,  67,   2,  26, 140,  21395.334,   47240,    7150
 45,   36,   3,  65,  71,   0,  26, 115,  22693.000,   53400,    6840
 46,   30,   3,  65,  67,   2,  26, 140,  22108.666,   52310,    4570
 47,   30,   3,  65,  67,   2,  26, 140,  21232.000,   41390,    5600
 48,   33,   3,  78,  71,   1,  26, 120,  22119.000,   40430,    5320
 49,   34,   3,  63,  73,   2,  24, 109,  23321.000,   50600,    5170
 50,   33,   3,  78,  73,   2,  26, 120,  22958.334,   37180,    4670
 51,   34,   3,  78,  71,   1,  26, 120,  19753.000,   51830,    3550
 52,   37,   3,  65,  71,   0,  24, 155,  21250.666,   37340,    6700
 53,   36,   3,  82,  69,   2,  26, 140,  23202.000,   46960,    5410
 54,   36,   3,  82,  69,   2,  26, 155,  22025.000,   46340,    5720
 55,   37,   3,  82,  69,   2,  26, 140,  20517.666,   38220,    3920
 56,   36,   3,  65,  71,   0,  26, 119,  23073.334,   50470,    8720
 57,   33,   3,  74,  69,   2,  24, 135,  24516.000,   38390,   11600
 58,   36,   3,  74,  69,   0,  26, 119,  22569.000,   41750,    4870
 59,   36,   3,  65,  69,   2,  24, 119,  19761.334,   36760,    3590
 60,   50,   0,  76,  65,   0,  22, 104,  12390.333,   25010,    4030
 61,   53,   3,  78,  73,   0,  28, 135,  20460.666,   33190,    7720
 62,   50,   0,  76,  73,   0,  28, 135,  14451.000,   22380,    5190
 63,   50,   0,  78,  73,   0,  28, 135,  12373.333,   22460,    3230
 64,   36,   3,  69,  71,   2,  20, 130,  21833.666,   47250,    3580
 65,   28,   3,  67,  73,   1,  24, 140,  23198.334,   45690,    3750
 66,   36,   3,  67,  73,   1,  24, 140,  20372.334,   34380,    6310
 67,   36,   3,  69,  71,   2,  24, 140,  24290.000,   44120,    5640
 68,   30,   3,  65,  71,   0,  24, 140,  24441.666,   56740,    3290
 69,   31,   3,  69,  69,   2,  24, 105,  21771.000,   51130,    4670
 70,   30,   3,  65,  69,   2,  24, 140,  22764.666,   54080,    5590
 71,   30,   3,  69,  69,   2,  24, 105,  22955.334,   61210,    6740
 72,   37,   3,  65,  71,   0,  26, 140,  18910.000,   43440,    5230
 73,   37,   2,  82,  69,   2,  24, 105,  20241.666,   35270,    3690
 74,   37,   2,  82,  71,   0,  26, 140,  19724.334,   43060,    7070
 75,   37,   2,  82,  71,   0,  26, 140,  17859.666,   43090,    6640
 76,   31,   1,  67,  73,   0,  24, 140,  16610.000,   41480,    7090
 77,   36,   3,  67,  63,   1,  28, 135,  21676.000,   35610,    3110
 78,   36,   3,  67,  63,   1,  24, 140,  20687.334,   44200,    7140
 79,   31,   1,  67,  63,   1,  24, 140,  20316.000,   33740,    6730
 80,   36,   3,  78,  69,   2,  24, 120,  25034.334,   66640,    8790
 81,   53,   4,  67,  69,   0,  30, 145,  18598.666,   31390,    7060
 82,   36,   3,  78,  69,   0,  30, 145,  22857.334,   46960,    6320
 83,   53,   4,  67,  69,   0,  24, 120,  25111.334,   49900,    6470
 84,   36,   3,  82,  71,   2,  20, 114,  21005.666,   34190,    7780
 85,   37,   3,  78,  65,   1,  24,  99,  23086.666,   35280,    9700
 86,   36,   3,  78,  65,   1,  24, 114,  21314.000,   39280,    8020
 87,   36,   3,  82,  65,   1,  20, 114,  21357.666,   45330,    5740
 88,   37,   2,  80,  63,   1,  28, 120,  19495.666,   45760,    6380
 89,   36,   3,  78,  69,   2,  26, 130,  22632.666,   52460,    7190
 90,   36,   3,  80,  63,   1,  28, 120,  22519.000,   44370,    7980
 91,   36,   3,  80,  63,   1,  28, 120,  19990.000,   46580,    4390
 92,   53,   4,  67,  69,   1,  26, 105,  22710.666,   52980,    4780
 93,   36,   3,  63,  69,   0,  28,  84,  22921.666,   60020,    2080
 94,   53,   4,  67,  69,   0,  28,  84,  20141.334,   50090,    6300
 95,   53,   4,  63,  69,   1,  26, 105,  15887.667,   30770,    4120
 96,   33,   3,  65,  69,   1,  26, 120,  21758.666,   48060,    6660
 97,   34,   3,  67,  59,   1,  22, 145,  18938.000,   34730,    4550
 98,   33,   3,  67,  59,   1,  22, 145,  19743.666,   43620,    3150
 99,   33,   3,  65,  59,   1,  26, 120,  20822.334,   42910,    4750
GENERATION: 58 Statistics:
Avg. fitness: 21532.756
Worst fitness: 12373.333 Worst_Best: 22460.0 Worst_Worst: 3230.0
Best fitness: 26468.666 Best_Best: 55520.0 Best_Worst: 5870.0

  0,   30,   4,  59,  63,   1,  22, 135,  17921.334,   34000,    3120
  1,   36,   3,  67,  69,   2,  24, 140,  23412.000,   44860,    7760
  2,   30,   4,  67,  69,   2,  24, 140,  21369.666,   37130,    5110
  3,   30,   4,  59,  63,   1,  24, 140,  20511.334,   40820,    3210
  4,   50,   4,  76,  71,   2,  24, 145,  23252.334,   53670,    6100
  5,   36,   3,  78,  69,   1,  26, 130,  22707.000,   50810,    7800
  6,   50,   4,  76,  71,   1,  26, 145,  24291.000,   53740,    4190
  7,   50,   3,  78,  69,   1,  26, 145,  20617.666,   35330,    8310
  8,   53,   4,  67,  69,   0,  24, 120,  21612.334,   35110,    5110
  9,   33,   4,  74,  69,   2,  24, 145,  23155.666,   54660,    3870
 10,   33,   4,  74,  69,   0,  24, 120,  17896.666,   43930,    3240
 11,   53,   4,  74,  69,   0,  24, 120,  21248.666,   39680,    7180
 12,   36,   2,  78,  69,   3,  24, 120,  19158.334,   33270,    7520
 13,   37,   3,  63,  71,   2,  26, 114,  21602.334,   38390,    6400
 14,   36,   2,  63,  71,   2,  26, 114,  19246.000,   34450,    7780
 15,   36,   2,  63,  71,   2,  26, 120,  19048.000,   45000,    5080
 16,   36,   4,  78,  65,   2,  30,  99,  22290.334,   49520,    5910
 17,   39,   3,  74,  69,   1,  26,  99,  24781.666,   48230,    5010
 18,   39,   3,  74,  69,   1,  26,  99,  25314.334,   63770,    5980
 19,   36,   3,  74,  69,   1,  26,  99,  22083.000,   39300,    7150
 20,   33,   3,  74,  69,   2,  24, 135,  22670.334,   35990,    7140
 21,   30,   3,  65,  71,   0,  24, 140,  20298.666,   42250,    7070
 22,   33,   3,  65,  71,   2,  24, 135,  21128.000,   34770,    6340
 23,   30,   3,  65,  71,   0,  24, 135,  24612.000,   50930,    5900
 24,   33,   2,  78,  69,   1,  26, 120,  18933.000,   27170,    5490
 25,   36,   3,  69,  71,   2,  24, 140,  23629.000,   41060,    6320
 26,   36,   3,  69,  69,   1,  26, 120,  19612.666,   32930,    3480
 27,   36,   3,  69,  69,   1,  26, 120,  22323.666,   40220,    5150
 28,   27,   3,  67,  75,   1,  26, 130,  20597.334,   50190,    5440
 29,   36,   3,  78,  69,   0,  24, 130,  21755.000,   47720,    7800
 30,   27,   3,  78,  69,   0,  24, 130,  19680.000,   46690,    3290
 31,   27,   3,  67,  75,   0,  24, 130,  20219.666,   42950,    5440
 32,   33,   3,  82,  67,   2,  26, 115,  23524.666,   70970,    2040
 33,   36,   3,  82,  71,   2,  20, 130,  20393.000,   42360,    6250
 34,   33,   3,  82,  67,   2,  20, 130,  21643.334,   52460,    6100
 35,   33,   3,  82,  67,   2,  26, 115,  22930.666,   47190,    7980
 36,   50,   3,  76,  69,   1,  26, 140,  19149.334,   41380,    3240
 37,   34,   3,  63,  73,   2,  24, 109,  21854.334,   50240,    6330
 38,   50,   3,  63,  73,   1,  26, 140,  22909.334,   33640,    6000
 39,   50,   3,  76,  69,   2,  24, 140,  20558.334,   39270,    6270
 40,   34,   2,  65,  71,   0,  26, 119,  17380.000,   35550,    7030
 41,   50,   4,  69,  69,   1,  28, 140,  21626.000,   47160,    2750
 42,   34,   2,  65,  71,   1,  28, 140,  19920.334,   35780,    7920
 43,   50,   4,  65,  71,   0,  26, 119,  22057.000,   63360,    3250
 44,   36,   3,  84,  69,   2,  26, 140,  22046.666,   50010,    3060
 45,   28,   3,  67,  73,   1,  24, 140,  19093.000,   30340,    4600
 46,   36,   3,  84,  69,   1,  24, 140,  21597.000,   41480,    5590
 47,   36,   3,  84,  73,   1,  26, 140,  24963.000,   54320,    9920
 48,   37,   3,  78,  65,   1,  24, 104,  23702.334,   51570,    5380
 49,   36,   3,  65,  71,   0,  26, 119,  20875.334,   55030,    5430
 50,   36,   3,  65,  71,   0,  24, 104,  23203.666,   43790,    7620
 51,   37,   3,  78,  65,   0,  26, 104,  20353.334,   47470,    6040
 52,   33,   3,  78,  73,   1,  26, 125,  23858.334,   43510,    9520
 53,   30,   3,  69,  69,   2,  24, 105,  20997.666,   41650,    5970
 54,   30,   3,  69,  69,   1,  26, 125,  22736.334,   59340,    4770
